    9956     293
   208   202   1.5137543930908209e-01
    55   208   1.3029006680693872e-01
    61   208   2.8243783011272583e-01
    82   208  -2.5200907160805719e-01
   202   208   1.5137543930908209e-01
   208   208   1.9766525374357899e+00
    81   224   1.5165401898414391e-01
    82   224   2.4867251696820844e-01
   224   224   1.9878950065823420e+00
   246   224   1.5424787442946447e-01
   267   224   2.7385589187958714e-01
   161   245   1.7502955529075101e-01
   173   245   2.5192777314717602e-01
   245   245   2.0114330065742525e+00
   252   245   1.7698480204457101e-01
   272   245  -2.4937652082826453e-01
   224   246   1.5424787442946447e-01
   246   246   1.7732457786053957e+00
   261   246  -1.5060969377376776e-01
   267   246  -1.5238434237574239e-01
   272   246   1.5493507203950105e-01
   164   250   2.2546471669225379e-01
   250   250   1.9382688021352152e+00
   252   250  -1.5576476941525719e-01
   479   250   2.4302347475169839e-01
    80   251   1.7543827777234819e-01
   116   251   2.4741366414329213e-01
   251   251   1.9804221058149161e+00
   479   251   2.2777913134567077e-01
   245   252   1.7698480204457101e-01
   250   252  -1.5576476941525719e-01
   252   252   1.8229204941638544e+00
   272   252   1.5263133152727068e-01
   479   252   1.7987934630484717e-01
    79   261  -2.5467751824298956e-01
    80   261   1.4643434945521824e-01
   246   261  -1.5060969377376776e-01
   261   261   1.9866952576861587e+00
   272   261   2.7503592148885714e-01
    83   267  -1.4789639314597913e-01
    84   267   2.5454655879116039e-01
   224   267   2.7385589187958714e-01
   246   267  -1.5238434237574239e-01
   267   267   1.9884934361821671e+00
   245   272  -2.4937652082826453e-01
   246   272   1.5493507203950105e-01
   252   272   1.5263133152727068e-01
   261   272   2.7503592148885714e-01
   272   272   1.9915521875861253e+00
   250   479   2.4302347475169839e-01
   251   479   2.2777913134567077e-01
   252   479   1.7987934630484717e-01
   479   479   1.9844957727976644e+00
