   25914   49284
   24702   21287  -1.1207468773912719e-05
   24825   21287  -1.3800623616450660e-04
   24826   21287   1.6935570834385199e-16
   24835   21287   6.1737156546794510e-03
   24836   21287   6.6396934252566287e-17
   24839   21287   1.6369393282747459e-03
   24840   21287   1.9701336442450661e-04
   25061   21287  -4.3851078104902314e-03
   25062   21287   1.8098902101980821e-16
   25065   21287  -2.8378182299813420e-04
   25066   21287  -6.2162154080448425e-04
   25171   21287   7.6589520339057759e-03
   25172   21287   3.5123503390518750e-16
   25173   21287  -2.4812547876309370e-03
   25174   21287   4.2386409994844459e-16
   25189   21287   1.5416940227857550e-03
   25190   21287  -5.2560620173719517e-04
   25193   21287   7.6115752461626517e-03
   25194   21287   1.2630453762466721e-16
   25195   21287   1.1775516197385380e-03
   25196   21287   1.1957277930230699e-03
   25257   21287  -4.6613424858962587e-03
   25258   21287   4.6849803429701122e-16
   25261   21287   6.3389444024300608e-04
   25262   21287  -5.6399954682485735e-04
   25263   21287   6.6746691651846882e-03
   25264   21287   4.6549078340118588e-16
   25267   21287   5.2700078734525422e-04
   25268   21287   9.8339751002165621e-04
   25285   21287   3.1405277690607549e-03
   25286   21287   4.2607996902957908e-16
   25497   21287  -2.5083767216254860e-03
   25498   21287   2.1367308996654230e-16
   25501   21287   4.1843419722895001e-03
   25502   21287   3.5722975115147111e-16
   25505   21287  -6.7843128719986671e-04
   25506   21287   3.9314875172364699e-04
   25541   21287   6.5004826704372467e-03
   25542   21287   3.9822332915245961e-16
   25543   21287   8.8490942943356501e-04
   25544   21287   1.3399427445860469e-03
   25577   21287  -9.7896844104590638e-04
   25578   21287   4.1911580906029919e-16
   25583   21287   9.3087451599603299e-03
   25584   21287   4.1420924180921572e-16
   25585   21287  -9.4000186433241130e-04
   25586   21287   9.4416002389261910e-04
   25589   21287   1.0099997070027761e-02
   25590   21287   1.7505365740962650e-16
   25593   21287  -1.0121607356445650e-03
   25594   21287   3.1908514768336979e-16
   25597   21287   2.5563179295674228e-03
   25598   21287  -1.5386458745418180e-05
   25725   21287  -4.3640571538888688e-03
   25726   21287   2.1434576450902961e-16
   25735   21287  -8.6945197548261573e-04
   25736   21287   1.8706426214861821e-04
   25781   21287  -6.6640665424733594e-03
   25782   21287   3.1402030406934812e-16
   25785   21287  -1.4748741312501880e-03
   25786   21287  -4.7647681035467210e-05
   25787   21287   9.9893346899950618e-03
   25788   21287   1.4972943933951780e-16
   25791   21287   1.2302823975460699e-03
   25792   21287   1.1776430486805860e-03
   25797   21287  -4.9992454715861437e-03
   25798   21287   1.8834887189643360e-16
   25801   21287   9.5335355986232685e-04
   25802   21287   1.4181562119260880e-16
   25803   21287  -3.9006153497947769e-04
   25804   21287  -5.5835130880764580e-04
   25865   21287   4.9547283902503624e-04
   25866   21287   1.6175844292281941e-16
   25867   21287   7.4911105871113158e-03
   25868   21287   9.9081003199300347e-17
   25873   21287   1.5423164644166600e-03
   25874   21287   1.9090605888912190e-04
   25875   21287  -3.2338894879335128e-03
   25876   21287   7.1303501503649848e-17
   25879   21287   2.3573286492147800e-04
   25880   21287  -2.5739181053161312e-04
   25905   21287   6.0809625853158128e-03
   25906   21287   6.2914854267926341e-17
   25907   21287   1.6566995351796939e-03
   25908   21287   3.3554588942894047e-17
   25913   21287   6.9686158827291737e-04
   25914   21287   4.6833848271978141e-04
   21287   21288   1.6812597519586750e-16
   21288   21288   1.3581821295595671e-29
   21289   21288   5.9303589457088143e-17
   21290   21288   2.2910771343016989e-17
   21293   21288   1.0167572396336820e-16
   21294   21288   3.6287048781663459e-29
   21295   21288  -2.0331173496015490e-17
   21296   21288  -3.2078399889012750e-17
   21301   21288   2.8491252178907191e-16
   21302   21288   1.8706114294423411e-29
   21305   21288  -6.1768596571090865e-17
   21306   21288   4.7616557083251922e-17
   21851   21288  -1.8339299683604709e-16
   21852   21288   5.6629788250171770e-29
   21861   21288  -3.8595104210197652e-17
   21862   21288  -4.8833913529849127e-18
   21865   21288  -8.6408702323473028e-17
   21866   21288   3.6292742607037173e-29
   22429   21288  -2.0709332694837259e-17
   22430   21288  -5.0336729340960632e-17
   22433   21288  -5.3991512665845663e-17
   22434   21288   2.0420150270065109e-17
   22447   21288  -6.5799445095113618e-17
   22448   21288  -1.8823060912425671e-17
   22451   21288  -1.7210239206182579e-16
   22452   21288   1.3711530633275669e-29
   22455   21288  -4.3766003169518058e-17
   22456   21288   5.4427078118185032e-18
   22457   21288  -9.8308620301529192e-17
   22458   21288   4.1361945348082462e-29
   22523   21288   8.8718089981713404e-17
   22524   21288   7.9069453722976344e-29
   22525   21288  -9.5999232643778994e-17
   22526   21288   8.4669780490548083e-29
   22535   21288   2.8980271433889978e-17
   22536   21288  -2.8116089635610520e-17
   22547   21288  -3.0789554203950629e-16
   22548   21288   4.4527712255864352e-29
   22549   21288  -3.4345234574824232e-16
   22550   21288   1.7299639535444210e-29
   22551   21288  -3.6117218293419280e-16
   22552   21288   2.0870167503125510e-29
   22559   21288  -2.1879360153475221e-16
   22560   21288   3.4586492936715881e-29
   22567   21288  -6.6680383009389006e-17
   22568   21288  -1.0117887843735920e-17
   22569   21288  -8.7371512558659131e-17
   22570   21288  -6.2859139563394947e-18
   22767   21288   2.1746522123039371e-17
   22768   21288  -1.8451148030236749e-17
   23289   21288  -2.8488157760505440e-16
   23290   21288   1.7555362218894971e-29
   23293   21288  -3.8674835967477540e-17
   23294   21288   5.5355094813356468e-17
   23577   21288   9.7798286742692749e-17
   23578   21288   5.2576583717477155e-29
   23579   21288   4.0288014676879181e-18
   23580   21288   6.0089918393506912e-17
   23623   21288   8.9548227083254318e-17
   23624   21288   8.0680506628716159e-30
   23629   21288   2.2028277811333151e-16
   23630   21288   4.6701355065195843e-30
   23631   21288   6.4319267494363083e-17
   23632   21288   3.8554380449089656e-18
   23649   21288  -3.5311735110128078e-16
   23650   21288   1.4196205031753449e-29
   23651   21288  -2.2978814647249681e-16
   23652   21288   2.0368311736853379e-29
   23667   21288  -7.3238891873274549e-17
   23668   21288   2.8080748119459299e-17
   23683   21288   2.8419141843457562e-16
   23684   21288   2.7605263678510008e-29
   23685   21288   6.7101013707908661e-17
   23686   21288   4.0302914195199712e-17
   23703   21288  -1.9541990995339281e-16
   23704   21288   6.4499653833369044e-29
   23705   21288  -1.2162613819276980e-16
   23706   21288   3.8805917213653488e-29
   23721   21288  -4.3940196082807779e-17
   23722   21288  -2.5967292083279589e-17
   23753   21288   4.3902336526063912e-16
   23754   21288   6.6650920907898599e-29
   23759   21288  -4.3184976854705780e-17
   23760   21288   7.8353430209314203e-29
   23761   21288   8.2144020131467003e-17
   23762   21288  -1.2987055802791090e-17
   23983   21288  -1.3048549306746120e-16
   23984   21288   2.3334694864882249e-30
   23987   21288   5.3123769849576601e-17
   23988   21288  -3.8297287431658462e-17
   24345   21288  -3.1657698740055650e-16
   24346   21288   4.4828186408918989e-29
   24349   21288  -8.4373647492843589e-17
   24350   21288  -8.6139296877926082e-18
   24361   21288   3.4216568612867382e-16
   24362   21288   1.3604446759580659e-29
   24365   21288  -1.8884413814070321e-16
   24366   21288   2.9280247255112521e-29
   24369   21288   2.0911625287456859e-17
   24370   21288  -3.6961633916571908e-17
   24509   21288   4.5474781569597001e-16
   24510   21288   3.6191152775369428e-29
   24511   21288  -1.6861298355407481e-16
   24512   21288   4.9584628321103212e-29
   24521   21288   1.0844357842876670e-16
   24522   21288  -1.2515266345155610e-17
   24545   21288   3.9778904192649810e-16
   24546   21288   1.2389764013189530e-29
   24549   21288   3.7140153158361619e-17
   24550   21288   7.0849139504440761e-17
   24571   21288  -5.0801131319755193e-17
   24572   21288   2.7490188470957170e-29
   24577   21288   3.7986908601260401e-16
   24578   21288   2.1224982726413440e-29
   24579   21288   1.0598390742551880e-16
   24580   21288  -2.7466703697677249e-17
   24621   21288   3.0975940522580620e-16
   24622   21288   6.2306831822778739e-29
   24629   21288   5.7962477379766955e-17
   24630   21288   4.0393320562586479e-17
   24669   21288   4.1521571328415880e-16
   24670   21288   3.9330148714727560e-29
   24671   21288   4.4495248414043807e-17
   24672   21288   6.2002203559024596e-17
   24681   21288  -3.1138402913233529e-17
   24682   21288   4.2322104111101498e-29
   24687   21288   3.7256010454071662e-16
   24688   21288   4.7705066597740088e-29
   24689   21288  -4.6756036048620463e-17
   24690   21288   4.6418443990631463e-17
   24693   21288   4.3786804492049851e-17
   24694   21288   4.4572463725468230e-29
   24699   21288   4.5839323626489335e-16
   24700   21288   3.6862424819427679e-29
   24701   21288   1.0385865705451930e-16
   24702   21288  -9.0537965882973653e-19
   24825   21288  -1.1148640387545370e-17
   24826   21288   1.3681163564615891e-29
   24835   21288   4.9873496735999140e-16
   24836   21288   5.3637832853797827e-30
   24839   21288   1.3223784963899191e-16
   24840   21288   1.5915448551839729e-17
   25061   21288  -3.5424478921007920e-16
   25062   21288   1.4620944426297450e-29
   25065   21288  -2.2924916880980300e-17
   25066   21288  -5.0216825037674811e-17
   25171   21288   6.1871770685559150e-16
   25172   21288   2.8374029995633869e-29
   25173   21288  -2.0044469080511780e-16
   25174   21288   3.4241267314057349e-29
   25189   21288   1.2454359111118961e-16
   25190   21288  -4.2460360426369477e-17
   25193   21288   6.1489043945127253e-16
   25194   21288   1.0203335069685500e-29
   25195   21288   9.5126857387716476e-17
   25196   21288   9.6595194074541305e-17
   25257   21288  -3.7656002034935272e-16
   25258   21288   3.7846957150713133e-29
   25261   21288   5.1208274019657680e-17
   25262   21288  -4.5561913005102598e-17
   25263   21288   5.3920379467330161e-16
   25264   21288   3.7604020601434901e-29
   25267   21288   4.2573020070353703e-17
   25268   21288   7.9442389720492028e-17
   25285   21288   2.5370313470923641e-16
   25286   21288   3.4420273192472879e-29
   25497   21288  -2.0263569823437289e-16
   25498   21288   1.7261281132926601e-29
   25501   21288   3.3802620232291861e-16
   25502   21288   2.8858304827418759e-29
   25505   21288  -5.4806120787432099e-17
   25506   21288   3.1759970951997960e-17
   25541   21288   5.2513238279890303e-16
   25542   21288   3.2169913578106158e-29
   25543   21288   7.1486168150711902e-17
   25544   21288   1.0824539683470040e-16
   25577   21288  -7.9084593590153318e-17
   25578   21288   3.3857683288881203e-29
   25583   21288   7.5199393253500008e-16
   25584   21288   3.3461313129532518e-29
   25585   21288  -7.5936733297850213e-17
   25586   21288   7.6272644390704960e-17
   25589   21288   8.1591410923473149e-16
   25590   21288   1.4141464394827270e-29
   25593   21288  -8.1765986593849175e-17
   25594   21288   2.5776846491837049e-29
   25597   21288   2.0650856153347829e-16
   25598   21288  -1.2429735072695731e-18
   25725   21288  -3.5254424141678569e-16
   25726   21288   1.7315622203159880e-29
   25735   21288  -7.0237459395255702e-17
   25736   21288   1.5111724267086621e-17
   25781   21288  -5.3834727665601050e-16
   25782   21288   2.5367690198315831e-29
   25785   21288  -1.1914563981443200e-16
   25786   21288  -3.8491511393128547e-18
   25787   21288   8.0697440394529984e-16
   25788   21288   1.2095682927221151e-29
   25791   21288   9.9386639376343184e-17
   25792   21288   9.5134243346671953e-17
   25797   21288  -4.0385703951335541e-16
   25798   21288   1.5215499665320480e-29
   25801   21288   7.7015331310258799e-17
   25802   21288   1.1456376218594240e-29
   25803   21288  -3.1510574473724871e-17
   25804   21288  -4.5105628012284638e-17
   25865   21288   4.0026078948358049e-17
   25866   21288   1.3067429124334059e-29
   25867   21288   6.0515887078816736e-16
   25868   21288   8.0041199920089248e-30
   25873   21288   1.2459387418605671e-16
   25874   21288   1.5422078432900280e-17
   25875   21288  -2.6124523033189190e-16
   25876   21288   5.7601534447284668e-30
   25879   21288   1.9043349138241920e-17
   25880   21288  -2.0793036706657061e-17
   25905   21288   4.9124204063497278e-16
   25906   21288   5.0824883335839419e-30
   25907   21288   1.3383415026198809e-16
   25908   21288   2.7106604445781020e-30
   25913   21288   5.6294986831519454e-17
   25914   21288   3.7834068000141109e-17
   21287   21289   7.3410432909476974e-04
   21288   21289   5.9303589457088143e-17
   21289   21289   2.5894286531625378e-04
   21290   21289   1.0003746539590370e-04
   21293   21289   4.4395631929210709e-04
   21294   21289   1.5844356929176639e-16
   21295   21289  -8.8773923610637107e-05
   21296   21289  -1.4006694802229619e-04
   21301   21289   1.2440404608211109e-03
   21302   21289   8.1678274092267191e-17
   21305   21289  -2.6970605875813950e-04
   21306   21289   2.0791267173725009e-04
   21851   21289  -8.0076616802467009e-04
   21852   21289   2.4726799450078702e-16
   21861   21289  -1.6852144976147791e-04
   21862   21289  -2.1322813019902151e-05
   21865   21289  -3.7729448036344842e-04
   21866   21289   1.5846843077941629e-16
   22429   21289  -9.0425115846808006e-05
   22430   21289  -2.1979001685266771e-04
   22433   21289  -2.3574824256749721e-04
   22434   21289   8.9162431305195454e-05
   22447   21289  -2.8730633348049011e-04
   22448   21289  -8.2188909158909540e-05
   22451   21289  -7.5146693372611640e-04
   22452   21289   5.9869951592409448e-17
   22455   21289  -1.9109963440502520e-04
   22456   21289   2.3765009315182212e-05
   22457   21289  -4.2925421646839281e-04
   22458   21289   1.8060256961742191e-16
   22523   21289   3.8737817787358751e-04
   22524   21289   3.4524842582814778e-16
   22525   21289  -4.1917051896039388e-04
   22526   21289   3.6970166168078828e-16
   22535   21289   1.2653929705493271e-04
   22536   21289  -1.2276593842606661e-04
   22547   21289  -1.3443933934471409e-03
   22548   21289   1.9442555675073170e-16
   22549   21289  -1.4996484246875350e-03
   22550   21289   7.5537050476307255e-17
   22551   21289  -1.5770202238631599e-03
   22552   21289   9.1127384065005549e-17
   22559   21289  -9.5533917277076138e-04
   22560   21289   1.5101827164701491e-16
   22567   21289  -2.9115285592165292e-04
   22568   21289  -4.4178689573272137e-05
   22569   21289  -3.8149848965424019e-04
   22570   21289  -2.7446779965380850e-05
   22767   21289   9.4953894034993726e-05
   22768   21289  -8.0564990805169541e-05
   23289   21289  -1.2439053463070020e-03
   23290   21289   7.6653636588299964e-17
   23293   21289  -1.6886959006589731e-04
   23294   21289   2.4170218012174979e-04
   23577   21289   4.2702589883699928e-04
   23578   21289   2.2957010462570239e-16
   23579   21289   1.7591336466881400e-05
   23580   21289   2.6237628763927680e-04
   23623   21289   3.9100288392673248e-04
   23624   21289   3.5228291833370202e-17
   23629   21289   9.6184150515484423e-04
   23630   21289   2.0391653870266980e-17
   23631   21289   2.8084329418347383e-04
   23632   21289   1.6834363375600001e-05
   23649   21289  -1.5418496506558830e-03
   23650   21289   6.1986231207795644e-17
   23651   21289  -1.0033456930352380e-03
   23652   21289   8.8936083820219849e-17
   23667   21289  -3.1978989278508659e-04
   23668   21289   1.2261162342522771e-04
   23683   21289   1.2408918391185820e-03
   23684   21289   1.2053547078961371e-16
   23685   21289   2.9298949547942313e-04
   23686   21289   1.7597842184327971e-04
   23703   21289  -8.5328041500408154e-04
   23704   21289   2.8163093209736291e-16
   23705   21289  -5.3106769774493288e-04
   23706   21289   1.6944194249489471e-16
   23721   21289  -1.9186022937908939e-04
   23722   21289  -1.1338344066701030e-04
   23753   21289   1.9169491961972050e-03
   23754   21289   2.9102421276450159e-16
   23759   21289  -1.8856264431456031e-04
   23760   21289   3.4212198471456820e-16
   23761   21289   3.5867319560529189e-04
   23762   21289  -5.6706608695755118e-05
   23983   21289  -5.6975113591634552e-04
   23984   21289   1.0188848271933540e-17
   23987   21289   2.3195933512935811e-04
   23988   21289  -1.6722106422528709e-04
   24345   21289  -1.3823000085012519e-03
   24346   21289   1.9573754543232309e-16
   24349   21289  -3.6840862819593031e-04
   24350   21289  -3.7611814991464462e-05
   24361   21289   1.4940303612342449e-03
   24362   21289   5.9402381158012499e-17
   24365   21289  -8.2456800129637818e-04
   24366   21289   1.2784910982316599e-16
   24369   21289   9.1308405105429928e-05
   24370   21289  -1.6138907409732871e-04
   24509   21289   1.9856083496906760e-03
   24510   21289   1.5802484949976919e-16
   24511   21289  -7.3623079969902232e-04
   24512   21289   2.1650604711538770e-16
   24521   21289   4.7350744163322231e-04
   24522   21289  -5.4646589814865417e-05
   24545   21289   1.7369038746362670e-03
   24546   21289   5.4098597126047101e-17
   24549   21289   1.6216855952824949e-04
   24550   21289   3.0935529124667731e-04
   24571   21289  -2.2181777908676680e-04
   24572   21289   1.2003300703921700e-16
   24577   21289   1.6586582781527291e-03
   24578   21289   9.2676647295395448e-17
   24579   21289   4.6276754775585098e-04
   24580   21289  -1.1993046325493550e-04
   24621   21289   1.3525317553647991e-03
   24622   21289   2.7205620618702530e-16
   24629   21289   2.5308704095231601e-04
   24630   21289   1.7637317170628590e-04
   24669   21289   1.8129955961591700e-03
   24670   21289   1.7173094402447970e-16
   24671   21289   1.9428380681118940e-04
   24672   21289   2.7072607901942961e-04
   24681   21289  -1.3596255042132109e-04
   24682   21289   1.8479500153479449e-16
   24687   21289   1.6267443818405430e-03
   24688   21289   2.0829913919224120e-16
   24689   21289  -2.0415529744654859e-04
   24690   21289   2.0268123734995129e-04
   24693   21289   1.9119046118478780e-04
   24694   21289   1.9462095932033041e-16
   24699   21289   2.0015256939196089e-03
   24700   21289   1.6095588804375000e-16
   24701   21289   4.5348786627924759e-04
   24702   21289  -3.9532447395290520e-06
   24825   21289  -4.8679361785013561e-05
   24826   21289   5.9737356991610312e-17
   24835   21289   2.1776736056601182e-03
   24836   21289   2.3420393699047219e-17
   24839   21289   5.7740261596741810e-04
   24840   21289   6.9493126614011817e-05
   25061   21289  -1.5467724901843439e-03
   25062   21289   6.3840810953183548e-17
   25065   21289  -1.0009923039470379e-04
   25066   21289  -2.1926646736534629e-04
   25171   21289   2.7015655764145280e-03
   25172   21289   1.2389220778879180e-16
   25173   21289  -8.7522059035001726e-04
   25174   21289   1.4951088039582469e-16
   25189   21289   5.4380644804718082e-04
   25190   21289  -1.8539868314582859e-04
   25193   21289   2.6848542171683401e-03
   25194   21289   4.4551785868509378e-17
   25195   21289   4.1536138446273779e-04
   25196   21289   4.2177272165861720e-04
   25257   21289  -1.6442095921253520e-03
   25258   21289   1.6525474457492201e-16
   25261   21289   2.2359552472190470e-04
   25262   21289  -1.9894128518760390e-04
   25263   21289   2.3543764696255421e-03
   25264   21289   1.6419398776852890e-16
   25267   21289   1.8589059959280680e-04
   25268   21289   3.4687681150699721e-04
   25285   21289   1.1077679655269700e-03
   25286   21289   1.5029249067421959e-16
   25497   21289  -8.8478739308243948e-04
   25498   21289   7.5369562559508348e-17
   25501   21289   1.4759557420180151e-03
   25502   21289   1.2600674273837801e-16
   25505   21289  -2.3930514296837630e-04
   25506   21289   1.3867656167123259e-04
   25541   21289   2.2929351345704610e-03
   25542   21289   1.4046653288868370e-16
   25543   21289   3.1213680960777651e-04
   25544   21289   4.7264210261596781e-04
   25577   21289  -3.4531453246053220e-04
   25578   21289   1.4783600122783560e-16
   25583   21289   3.2835021517871490e-03
   25584   21289   1.4610529275424689e-16
   25585   21289  -3.3156973267410382e-04
   25586   21289   3.3303645301382728e-04
   25589   21289   3.5626028581301670e-03
   25590   21289   6.1747211993197200e-17
   25593   21289  -3.5702255205550762e-04
   25594   21289   1.1255188008886580e-16
   25597   21289   9.0169784199167758e-04
   25598   21289  -5.4273126539410034e-06
   25725   21289  -1.5393472276962910e-03
   25726   21289   7.5606837108306796e-17
   25735   21289  -3.0668445459784422e-04
   25736   21289   6.5983749338141811e-05
   25781   21289  -2.3506365740876369e-03
   25782   21289   1.1076534230967740e-16
   25785   21289  -5.2023686333205308e-04
   25786   21289  -1.6806912265744210e-05
   25787   21289   3.5235685783518191e-03
   25788   21289   5.2814523097255467e-17
   25791   21289   4.3396127299993539e-04
   25792   21289   4.1539363447310888e-04
   25797   21289  -1.7633991457700639e-03
   25798   21289   6.6436873663566615e-17
   25801   21289   3.3627931707556051e-04
   25802   21289   5.0023057817273682e-17
   25803   21289  -1.3758759826657151e-04
   25804   21289  -1.9694896491622170e-04
   25865   21289   1.7476964995115699e-04
   25866   21289   5.7057550322827798e-17
   25867   21289   2.6423623495307200e-03
   25868   21289   3.4949145305372019e-17
   25873   21289   5.4402600378743551e-04
   25874   21289   6.7338878052851034e-05
   25875   21289  -1.1406997301789689e-03
   25876   21289   2.5151102172635930e-17
   25879   21289   8.3150774450884283e-05
   25880   21289  -9.0790600581501282e-05
   25905   21289   2.1449565318110721e-03
   25906   21289   2.2192148975855239e-17
   25907   21289   5.8437269418711610e-04
   25908   21289   1.1835812787122791e-17
   25913   21289   2.4580611943636938e-04
   25914   21289   1.6519846545908490e-04
   21287   21290   2.8360671891503730e-04
   21288   21290   2.2910771343016989e-17
   21289   21290   1.0003746539590370e-04
   21290   21290   3.8647500368910413e-05
   21293   21290   1.7151376182632060e-04
   21294   21290   6.1211545878548048e-17
   21295   21290  -3.4296053302767980e-05
   21296   21290  -5.4112100940789181e-05
   21301   21290   4.8061047906649629e-04
   21302   21290   3.1554789154445322e-17
   21305   21290  -1.0419561275469280e-04
   21306   21290   8.0322957262725164e-05
   21851   21290  -3.0936020471597871e-04
   21852   21290   9.5527109477128027e-17
   21861   21290  -6.5104936096199015e-05
   21862   21290  -8.2376479731024808e-06
   21865   21290  -1.4576027602585881e-04
   21866   21290   6.1221150623623476e-17
   22429   21290  -3.4933958834500593e-05
   22430   21290  -8.4911535131158164e-05
   22433   21290  -9.1076680676981664e-05
   22434   21290   3.4446145582788732e-05
   22447   21290  -1.1099513152631521e-04
   22448   21290  -3.1752062934307068e-05
   22451   21290  -2.9031441853776978e-04
   22452   21290   2.3129574176007041e-17
   22455   21290  -7.3827572119487876e-05
   22456   21290   9.1811423114411694e-06
   22457   21290  -1.6583389456804309e-04
   22458   21290   6.9772238313839620e-17
   22523   21290   1.4965591354227121e-04
   22524   21290   1.3337991533225549e-16
   22525   21290  -1.6193825705245759e-04
   22526   21290   1.4282694038327880e-16
   22535   21290   4.8885959977674763e-05
   22536   21290  -4.7428197344205397e-05
   22547   21290  -5.1937985397355565e-04
   22548   21290   7.5112476575772942e-17
   22549   21290  -5.7935957110645292e-04
   22550   21290   2.9182248616517089e-17
   22551   21290  -6.0925063867148222e-04
   22552   21290   3.5205266300303052e-17
   22559   21290  -3.6907643437360021e-04
   22560   21290   5.8342928682689388e-17
   22567   21290  -1.1248115955466970e-04
   22568   21290  -1.7067564785092271e-05
   22569   21290  -1.4738441204303779e-04
   22570   21290  -1.0603521736976100e-05
   22767   21290   3.6683562905394891e-05
   22768   21290  -3.1124694128761368e-05
   23289   21290  -4.8055828024065448e-04
   23290   21290   2.9613619623413128e-17
   23293   21290  -6.5239433231749537e-05
   23294   21290   9.3376866941335691e-05
   23577   21290   1.6497302803028641e-04
   23578   21290   8.8689879017825786e-17
