   25914   49284
   24826   21288   4.9752610319457187e-32
   24835   21288   3.2621241260114600e-18
   24836   21288  -3.0745995141237588e-32
   24839   21288   4.7947355328808856e-19
   24840   21288   8.6180938330092297e-19
   25061   21288   2.7868235722355907e-17
   25062   21288   3.5031800524561609e-32
   25065   21288   3.6917125761190263e-18
   25066   21288   3.8026393728395657e-18
   25171   21288   1.7044774294102771e-18
   25172   21288  -2.9814298318775839e-33
   25173   21288  -2.1704799238292321e-17
   25174   21288  -3.4100103702099870e-32
   25189   21288  -8.0671624807730039e-19
   25190   21288  -2.4039392140606351e-18
   25193   21288  -2.4593594266340148e-18
   25194   21288   3.3541085608622817e-32
   25195   21288  -1.1159875249987040e-18
   25196   21288   3.7190361536937459e-19
   25257   21288   2.9822025590641270e-17
   25258   21288   7.9753248002725379e-32
   25261   21288   2.0825685945915939e-18
   25262   21288   3.6447817723477431e-18
   25263   21288  -1.4009958567665251e-17
   25264   21288   5.2175022057857718e-33
   25267   21288   3.7929388761070447e-18
   25268   21288  -1.4650223521165589e-18
   25285   21288   1.5794433356067620e-17
   25286   21288   2.2360723739081878e-33
   25497   21288   2.7448593206594381e-17
   25498   21288  -3.8758587814408601e-32
   25501   21288  -3.9270436623773988e-18
   25502   21288   2.5342153570959472e-32
   25505   21288   6.3989056832346808e-18
   25506   21288  -2.0960508350679560e-19
   25541   21288  -1.1097104978777340e-17
   25542   21288   1.0211397174180730e-31
   25543   21288  -3.1555354562887730e-18
   25544   21288   7.9629269040388718e-19
   25577   21288   1.9766838413748351e-17
   25578   21288   1.8633936449234902e-33
   25583   21288   7.1167340709616981e-18
   25584   21288   4.3230732562224972e-32
   25585   21288   3.4916657586093643e-18
   25586   21288   9.9375323913498231e-19
   25589   21288   3.0420815291440809e-18
   25590   21288   1.9751972636189001e-32
   25593   21288  -1.2015869159800781e-17
   25594   21288   2.2640232785820411e-32
   25597   21288  -2.6289365623796942e-19
   25598   21288  -9.7780704644162196e-19
   25725   21288   2.3486990296038750e-17
   25726   21288   9.6896469536021488e-33
   25735   21288   2.5630786464630229e-18
   25736   21288  -2.5192715520957018e-18
   25781   21288   9.7403387571254228e-18
   25782   21288   3.3541085608622817e-32
   25785   21288   3.5620216145564722e-19
   25786   21288  -1.9733283112907901e-18
   25787   21288  -3.4823794069810527e-18
   25788   21288   2.8137244038344701e-32
   25791   21288   8.5255818037376790e-19
   25792   21288  -2.8408434605628202e-19
   25797   21288  -2.0779718739844800e-18
   25798   21288  -9.3915039704143904e-32
   25801   21288  -1.5809604694541220e-17
   25802   21288  -3.0932334505729942e-32
   25803   21288  -1.1530884906348799e-18
   25804   21288   1.7941320765963760e-18
   25865   21288  -1.0638433996028960e-17
   25866   21288   8.0079341890586990e-32
   25867   21288   2.2362098845893220e-18
   25868   21288   1.4348131065910869e-32
   25873   21288  -2.3462576295031659e-19
   25874   21288  -7.2986699942590358e-19
   25875   21288   1.1423549707588210e-17
   25876   21288   7.5653781983893700e-32
   25879   21288   7.9828719152463200e-19
   25880   21288   9.8705628589880695e-19
   25905   21288  -2.6282379053783530e-18
   25906   21288   2.9180744479501860e-31
   25907   21288   3.9210940678038433e-18
   25908   21288   1.7515900262280810e-32
   25913   21288  -6.1733547605559284e-19
   25914   21288   2.0593233148590099e-19
   21287   21289   2.1209746012052690e-03
   21288   21289   6.0509973238633297e-18
   21289   21289   7.9331418902397382e-04
   21290   21289   2.6440223407592862e-04
   21293   21289   2.4957853085271322e-03
   21294   21289   7.4267098115748771e-18
   21295   21289   1.4401190730089559e-04
   21296   21289  -5.7225451751377198e-04
   21301   21289   3.1282003537323809e-03
   21302   21289   3.7133549057874393e-18
   21305   21289  -7.8376571046509015e-04
   21306   21289   5.1397948876340889e-04
   21851   21289  -2.1060265742124688e-03
   21852   21289  -1.0358305789828120e-17
   21861   21289  -9.3775828037354384e-04
   21862   21289  -3.1254066301828777e-04
   21865   21289  -2.5107333355198348e-03
   21866   21289   9.9552113428182977e-19
   22429   21289  -5.6329538552939390e-04
   22430   21289  -4.6944421366808671e-04
   22433   21289  -2.8046775086484508e-04
   22434   21289   3.4458699769684509e-04
   22447   21289   8.0533196195131359e-04
   22448   21289   2.6845429928739251e-04
   22451   21289   2.1535037265258518e-03
   22452   21289  -2.0093647434277419e-18
   22455   21289   1.0716596574370781e-03
   22456   21289  -3.5718188837722073e-04
   22457   21289   2.8733836727832720e-03
   22458   21289   2.3574917658453149e-18
   22523   21289  -2.8484972894601219e-03
   22524   21289   3.5179151739038889e-18
   22525   21289  -2.4858469521966040e-03
   22526   21289  -3.1270357101367899e-18
   22535   21289  -1.0601538262315451e-03
   22536   21289  -2.6442976409913168e-04
   22547   21289  -4.7107564893126086e-03
   22548   21289  -2.3452767826025931e-18
   22549   21289  -4.6814086640989318e-03
   22550   21289  -2.3452767826025931e-18
   22551   21289  -3.6675894426978399e-03
   22552   21289   9.1856673985268219e-18
   22559   21289  -6.0306721999158917e-04
   22560   21289  -5.8631919565064820e-18
   22567   21289  -9.6094540870276135e-04
   22568   21289   7.7712555931416723e-05
   22569   21289  -8.2889237295372174e-04
   22570   21289  -3.6884926107985330e-04
   22767   21289   2.4731078584509282e-04
   22768   21289  -1.4219631354657220e-05
   23289   21289   3.1277149474154440e-03
   23290   21289   8.0130290072255254e-18
   23293   21289   3.6702979653351769e-04
   23294   21289  -6.5271221532742013e-04
   23577   21289  -2.7137503476624891e-03
   23578   21289  -1.0944624985478770e-17
   23579   21289  -8.6427495566135013e-04
   23580   21289   2.4445649946278032e-04
   23623   21289   2.0329099538176228e-03
   23624   21289   8.9413677336723842e-18
   23629   21289   1.3910436661933271e-03
   23630   21289   2.4185666820589239e-18
   23631   21289   2.3050292983295981e-04
   23632   21289   1.7369569001767730e-04
   23649   21289  -2.8585390352954630e-03
   23650   21289  -1.7296416271694119e-17
   23651   21289  -3.7421896708191319e-03
   23652   21289  -1.8566774528937189e-18
   23667   21289  -8.1526329811563655e-04
   23668   21289  -1.7392673244591450e-05
   23683   21289  -5.4650516420436189e-04
   23684   21289  -1.3680781231848461e-17
   23685   21289   7.9848285859639644e-04
   23686   21289  -1.1796626349007329e-04
   23703   21289   2.1343395896211612e-03
   23704   21289  -3.3224754420203400e-18
   23705   21289   2.8542195358786200e-03
   23706   21289   5.0814330289722840e-18
   23721   21289   1.0621894841768150e-03
   23722   21289   1.7715157413587080e-04
   23753   21289   1.8245806772209550e-03
   23754   21289  -8.9902276666432715e-18
   23759   21289  -4.8574554445065237e-03
   23760   21289   3.1758956431076780e-19
   23761   21289  -1.2765549164624261e-04
   23762   21289  -5.4901215349045394e-04
   23983   21289   5.1700657138856946e-04
   23984   21289  -1.0260585923886341e-18
   23987   21289   8.3291090583985123e-05
   23988   21289   2.7780874204564050e-05
   24345   21289   4.4579162605435972e-03
   24346   21289   3.8110747717292130e-18
   24349   21289   6.1226400549614255e-04
   24350   21289   3.7456051483819662e-04
   24361   21289  -4.4464994165086058e-03
   24362   21289   8.5993482028761736e-18
   24365   21289   2.6207856750189222e-04
   24366   21289   1.1140064717362320e-17
   24369   21289  -5.1209555794536228e-04
   24370   21289   4.0622109602534811e-04
   24509   21289   2.0697487126088831e-03
   24510   21289  -9.0879475325850475e-18
   24511   21289  -3.7758524374414369e-03
   24512   21289  -3.3835503582339490e-18
   24521   21289  -6.0364181883847373e-05
   24522   21289  -3.9175252661634481e-04
   24545   21289  -1.3861494682552679e-04
   24546   21289   9.7719865941774687e-19
   24549   21289   3.6809626642123972e-04
   24550   21289  -6.1883166088028371e-05
   24571   21289   2.9421621119044708e-03
   24572   21289  -1.8078175199228320e-18
   24577   21289   1.5413966598296291e-03
   24578   21289   1.0260585923886341e-18
   24579   21289   1.8819840288478189e-04
   24580   21289   2.8158437150419560e-04
   24621   21289  -2.7330657004398019e-03
   24622   21289   2.7361562463696921e-18
   24629   21289   7.2829747028349675e-04
   24630   21289  -3.4319808615826278e-04
   24669   21289  -1.9428446290883090e-03
   24670   21289  -1.7589575869519440e-18
   24671   21289  -6.4606690414120563e-04
   24672   21289   1.3312290691200381e-04
   24681   21289   3.0897132301217472e-03
   24682   21289   4.3973939673798613e-18
   24687   21289   3.9439901685651399e-04
   24688   21289   9.1856673985268219e-18
   24689   21289   8.8522162460778851e-04
   24690   21289  -9.5502659878327688e-05
   24693   21289   3.7493617343179481e-03
   24694   21289  -2.9315959782532410e-18
   24699   21289   1.0608503089927980e-03
   24700   21289  -8.7947879347597226e-18
   24701   21289  -1.3735270589629520e-04
   24702   21289   4.0153832489257498e-04
   24825   21289   1.3417554857568770e-03
   24826   21289   6.5228010516134611e-18
   24835   21289   4.2767980499949261e-04
   24836   21289  -4.0309444700982063e-18
   24839   21289   6.2861236375878838e-05
   24840   21289   1.1298726068021390e-04
   25061   21289   3.6536566847288629e-03
   25062   21289   4.5928336992634110e-18
   25065   21289   4.8400086988695202e-04
   25066   21289   4.9854389429622361e-04
   25171   21289   2.2346500208976500e-04
   25172   21289  -3.9087946376709878e-19
   25173   21289  -2.8456011933352728e-03
   25174   21289  -4.4706838668361921e-18
   25189   21289  -1.0576429171304010e-04
   25190   21289  -3.1516772954839862e-04
   25193   21289  -3.2243357989339872e-04
   25194   21289   4.3973939673798613e-18
   25195   21289  -1.4631120970153889e-04
   25196   21289   4.8758311932861638e-05
   25257   21289   3.9098077193309511e-03
   25258   21289   1.0456025655769890e-17
   25261   21289   2.7303453088463840e-04
   25262   21289   4.7784802093637791e-04
   25263   21289  -1.8367714154384691e-03
   25264   21289   6.8403906159242292e-19
   25267   21289   4.9727211358197010e-04
   25268   21289  -1.9207131601064860e-04
   25285   21289   2.0707244472820381e-03
   25286   21289   2.9315959782532409e-19
   25497   21289   3.5986395785803532e-03
   25498   21289  -5.0814330289722840e-18
   25501   21289  -5.1485388135845541e-04
   25502   21289   3.3224754420203400e-18
   25505   21289   8.3892661011708515e-04
   25506   21289  -2.7480211597801649e-05
   25541   21289  -1.4548826194376761e-03
   25542   21289   1.3387621634023130e-17
   25543   21289  -4.1370552942896388e-04
   25544   21289   1.0439771431102780e-04
   25577   21289   2.5915254207646522e-03
   25578   21289   2.4429966485443672e-19
   25583   21289   9.3303728556264379e-04
   25584   21289   5.6677522246229323e-18
   25585   21289   4.5777379188550608e-04
   25586   21289   1.3028572032006429e-04
   25589   21289   3.9883118634349862e-04
   25590   21289   2.5895764474570300e-18
   25593   21289  -1.5753369217885371e-03
   25594   21289   2.9682409279814060e-18
   25597   21289  -3.4466593940718559e-05
   25598   21289  -1.2819509951038989e-04
   25725   21289   3.0792548173562478e-03
   25726   21289   1.2703582572430710e-18
   25735   21289   3.3603165709636699e-04
   25736   21289  -3.3028834113017872e-04
   25781   21289   1.2770041909379410e-03
   25782   21289   4.3973939673798613e-18
   25785   21289   4.6699777527476527e-05
   25786   21289  -2.5871261631135679e-04
   25787   21289  -4.5655630754090848e-04
   25788   21289   3.6889249393019949e-18
   25791   21289   1.1177438449553790e-04
   25792   21289  -3.7244792972765093e-05
   25797   21289  -2.7243187920832377e-04
   25798   21289  -1.2312703108663611e-17
   25801   21289  -2.0727134810616639e-03
   25802   21289  -4.0553744365836499e-18
   25803   21289  -1.5117532067207191e-04
   25804   21289   2.3521914771534280e-04
   25865   21289  -1.3947486978322470e-03
   25866   21289   1.0498778097119419e-17
   25867   21289   2.9317762612192502e-04
   25868   21289   1.8811074193791629e-18
   25873   21289  -3.0760540270776952e-05
   25874   21289  -9.5688994021111824e-05
   25875   21289   1.4976810576846130e-03
   25876   21289   9.9185663930901319e-18
   25879   21289   1.0465920278217150e-04
   25880   21289   1.2940771827492451e-04
   25905   21289  -3.4457434219060132e-04
   25906   21289   3.8257327516204792e-17
   25907   21289   5.1407386154659262e-04
   25908   21289   2.2964168496317051e-18
   25913   21289  -8.0935582405792671e-05
   25914   21289   2.6998696545819790e-05
   21287   21290   7.0689574286692588e-04
   21288   21290   2.0167258230756049e-18
   21289   21290   2.6440223407592862e-04
   21290   21290   8.8122136666119198e-05
   21293   21290   8.3181571750321045e-04
   21294   21290   2.4752345201715222e-18
   21295   21290   4.7997465002786759e-05
   21296   21290  -1.9072566075849110e-04
   21301   21290   1.0425921704256280e-03
   21302   21290   1.2376172600857611e-18
   21305   21290  -2.6121983913338879e-04
   21306   21290   1.7130328308566549e-04
   21851   21290  -7.0191374230950973e-04
   21852   21290  -3.4523007781339651e-18
   21861   21290  -3.1254374090928198e-04
   21862   21290  -1.0416610554170990e-04
   21865   21290  -8.3679771806059440e-04
   21866   21290   3.3179541676641289e-19
   22429   21290  -1.8773968805710139e-04
   22430   21290  -1.5646020276098799e-04
   22433   21290  -9.3476583352368375e-05
   22434   21290   1.1484676977309100e-04
   22447   21290   2.6840761561904112e-04
   22448   21290   8.9472642064050554e-05
   22451   21290   7.1773731550774762e-04
   22452   21290  -6.6969749764509117e-19
   22455   21290   3.5717148579431871e-04
   22456   21290  -1.1904449783582800e-04
   22457   21290   9.5766478521693921e-04
   22458   21290   7.8572411577813123e-19
   22523   21290  -9.4937044806811500e-04
   22524   21290   1.1724795095549320e-18
   22525   21290  -8.2850338091174363e-04
   22526   21290  -1.0422040084932730e-18
   22535   21290  -3.5333672837067253e-04
   22536   21290  -8.8131312097165007e-05
   22547   21290  -1.5700394083387459e-03
   22548   21290  -7.8165300636995443e-19
   22549   21290  -1.5602581253878979e-03
   22550   21290  -7.8165300636995443e-19
   22551   21290  -1.2223641726560549e-03
   22552   21290   3.0614742749489881e-18
   22559   21290  -2.0099516997157491e-04
   22560   21290  -1.9541325159248859e-18
   22567   21290  -3.2027173647128382e-04
   22568   21290   2.5900675530960661e-05
   22569   21290  -2.7626002187998032e-04
   22570   21290  -1.2293309512937691e-04
   22767   21290   8.2425759167330370e-05
   22768   21290  -4.7392349083445843e-06
   23289   21290   1.0424303902426830e-03
   23290   21290   2.6706477717640111e-18
   23293   21290   1.2232668912085090e-04
