   10142    1691
  6566  6778  -4.0132077514357198e-02
  6778  6778   5.3162097696623922e-01
  7215  6778   3.9306467891958928e-02
  7236  6778  -8.0201110777804868e-02
  6458  6814   7.5788515131402043e-02
  6814  6814   4.8005089373482751e-01
  6815  6814   2.3108466396600781e-02
  6819  6814  -7.2080266316475558e-02
  6831  6814   1.6519683998881419e-02
  6467  6815   4.8200399313355388e-02
  6766  6815  -1.8956006725768700e-02
  6814  6815   2.3108466396600781e-02
  6815  6815   4.3357035421517798e-01
  6819  6815   5.0706517990700403e-02
  6814  6819  -7.2080266316475558e-02
  6815  6819   5.0706517990700403e-02
  6819  6819   5.3575824609629064e-01
  6898  6819   4.7620447256301948e-02
  7224  6819   7.3572492373012138e-02
  6465  6830  -7.0207929982239931e-02
  6830  6830   4.6480092423185049e-01
  6831  6830   2.3027880385896080e-02
  6834  6830   1.3568523210659480e-02
  7293  6830  -6.5561991190107791e-02
  6458  6831  -5.4350512057407492e-02
  6814  6831   1.6519683998881419e-02
  6830  6831   2.3027880385896080e-02
  6831  6831   4.4326245230031602e-01
  7293  6831   5.7057896547218143e-02
  6464  6833   6.0586898328247603e-02
  6833  6833   4.4659099534131769e-01
  6834  6833   2.4973614037083241e-02
  6842  6833   1.1608864701222649e-02
  7311  6833   5.6803915539158097e-02
  6465  6834   6.3010378146825863e-02
  6830  6834   1.3568523210659480e-02
  6833  6834   2.4973614037083241e-02
  6834  6834   4.5744302769023287e-01
  7311  6834  -6.3663075689848858e-02
  6461  6841   1.6815690008059481e-02
  6463  6841  -4.1440299562735879e-02
  6841  6841   4.3022293465281503e-01
  6842  6841   3.2562565939155068e-02
  7305  6841  -4.6478932637702287e-02
  6464  6842  -7.4981334440045705e-02
  6833  6842   1.1608864701222649e-02
  6841  6842   3.2562565939155068e-02
  6842  6842   4.7742840659553892e-01
  7305  6842   6.6028522734371056e-02
  6499  6847  -6.8239917892520541e-02
  6847  6847   5.6707800789117191e-01
  6851  6847   8.8456270418228816e-02
  7288  6847   3.1189365938584141e-02
  6497  6849   3.4748570290710760e-02
  6499  6849  -1.3626680444994160e-01
  6849  6849   6.2819733197413474e-01
  6850  6849   1.0661968207819229e-01
  7325  6849   4.0724087178705862e-02
  6849  6850   1.0661968207819229e-01
  6850  6850   4.9359106461702928e-01
  6851  6850   8.1891786266238165e-02
  7325  6850  -3.8699202927158730e-03
  7326  6850  -9.4746478242992789e-04
  6847  6851   8.8456270418228816e-02
  6850  6851   8.1891786266238165e-02
  6851  6851   5.6062233942860562e-01
  7288  6851  -2.7685427070157909e-02
  7326  6851   6.6209270599170908e-02
  6819  6898   4.7620447256301948e-02
  6898  6898   4.4220794601209762e-01
  7224  6898  -2.4690331826709710e-02
  7292  6898   2.8113662586653921e-02
  7343  6898  -5.0594916975856052e-02
  6572  6991  -1.9604931500946578e-02
  6579  6991   1.4215564070039530e-01
  6991  6991   5.6068154972992224e-01
  7012  6991  -3.0390358186854840e-02
  7024  6991   6.4120739865251519e-02
  6775  6993   8.1447903845221797e-02
  6993  6993   5.0773014343047040e-01
  6994  6993   3.6625490765848347e-02
  7235  6993  -3.0853596712472300e-02
  7484  6993  -6.7345148970107294e-02
  6582  6994   2.5156371432952341e-02
  6993  6994   3.6625490765848347e-02
  6994  6994   4.3986501272211381e-01
  7012  6994  -4.6008934013471163e-02
  7484  6994   4.1081082738181181e-02
  6582  7012   7.4776105851100463e-02
  6991  7012  -3.0390358186854840e-02
  6994  7012  -4.6008934013471163e-02
  7012  7012   4.9277401271830029e-01
  7024  7012   5.0573052658621831e-02
  6991  7024   6.4120739865251519e-02
  7012  7024   5.0573052658621831e-02
  7024  7024   5.2809878190854054e-01
  7026  7024  -9.9123942582953678e-02
  7031  7024   2.0114887874347329e-02
  6579  7025   8.0848679229348741e-02
  7025  7025   5.4718029248279332e-01
  7026  7025  -8.7659395626099521e-02
  7210  7025   2.6746982585419271e-02
  7024  7026  -9.9123942582953678e-02
  7025  7026  -8.7659395626099521e-02
  7026  7026   5.4576825482300328e-01
  7031  7026   2.9843177759337040e-02
  7210  7026   3.2826676213228073e-02
  7024  7031   2.0114887874347329e-02
  7026  7031   2.9843177759337040e-02
  7031  7031   4.3829402664376371e-01
  7485  7031   5.2447822891898283e-02
  7486  7031  -4.2399037962379607e-02
  7025  7210   2.6746982585419271e-02
  7026  7210   3.2826676213228073e-02
  7210  7210   4.6702316883504880e-01
  7211  7210   4.9717908188549848e-02
  7210  7211   4.9717908188549848e-02
  7211  7211   4.6197886970745811e-01
  7212  7211   3.6424042964489291e-02
  7686  7211   5.5995389884904233e-02
  7211  7212   3.6424042964489291e-02
  7212  7212   4.8250002600931352e-01
  7686  7212  -5.2197706150011743e-02
  7690  7212   2.5646261456327320e-02
  7213  7213   4.9669276640533683e-01
  7288  7213  -6.3152311663785668e-02
  7289  7213  -5.1888099514245251e-02
  7693  7213   4.6464185455723027e-02
  6778  7215   3.9306467891958928e-02
  7215  7215   4.2944582438552797e-01
  7218  7215   3.1451648682744013e-02
  7236  7215   2.6840383786739599e-02
  7701  7215   3.9820803648150917e-02
  7215  7218   3.1451648682744013e-02
  7218  7218   5.0065984446326450e-01
  7219  7218   7.6515486285176404e-02
  7223  7218   2.6596755327989940e-02
  7701  7218  -7.4406105588536414e-02
  6765  7219   4.4751018145086342e-02
  6766  7219   7.6303819732736616e-02
  7218  7219   7.6515486285176404e-02
  7219  7219   5.3254691950229871e-01
  7223  7219  -4.2899049046220057e-02
  7218  7223   2.6596755327989940e-02
  7219  7223  -4.2899049046220057e-02
  7223  7223   4.3572757848231880e-01
  7224  7223   2.9254909654899269e-02
  7225  7223   4.5498599246987403e-02
  6819  7224   7.3572492373012138e-02
  6898  7224  -2.4690331826709710e-02
  7223  7224   2.9254909654899269e-02
  7224  7224   4.8958144550242971e-01
  7225  7224  -7.0713465644949014e-02
  7223  7225   4.5498599246987403e-02
  7224  7225  -7.0713465644949014e-02
  7225  7225   5.2069939636311213e-01
  7707  7225  -6.9134874325156387e-02
  7710  7225   4.4604584864322727e-02
  6775  7235   3.4104780104989713e-02
  6993  7235  -3.0853596712472300e-02
  7235  7235   4.2818448088051420e-01
  7236  7235   3.4337809136882731e-02
  7237  7235   3.6836990498089472e-02
  6778  7236  -8.0201110777804868e-02
  7215  7236   2.6840383786739599e-02
  7235  7236   3.4337809136882731e-02
  7236  7236   5.0784251405375058e-01
  7237  7236  -7.4470224130423993e-02
  7235  7237   3.6836990498089472e-02
  7236  7237  -7.4470224130423993e-02
  7237  7237   5.1766368058869416e-01
  7499  7237   7.6868942485316921e-02
  7714  7237   3.7930295685573268e-02
  6847  7288   3.1189365938584141e-02
  6851  7288  -2.7685427070157909e-02
  7213  7288  -6.3152311663785668e-02
  7288  7288   4.4989257730368848e-01
  7213  7289  -5.1888099514245251e-02
  7289  7289   4.9662592141820461e-01
  7693  7289   4.6013052459613173e-02
  7768  7289  -6.2149128159833818e-02
  6898  7292   2.8113662586653921e-02
  7292  7292   4.8001449360703841e-01
  7293  7292  -6.9712877093760187e-02
  7313  7292   2.4618607224997011e-02
  7343  7292   6.6596736348042265e-02
  6830  7293  -6.5561991190107791e-02
  6831  7293   5.7057896547218143e-02
  7292  7293  -6.9712877093760187e-02
  7293  7293   5.3498363752161637e-01
  7313  7293   5.1335810124275572e-02
  6841  7305  -4.6478932637702287e-02
  6842  7305   6.6028522734371056e-02
  7305  7305   5.3368394265219321e-01
  7317  7305   5.7162742056178772e-02
  7325  7305  -7.2475229020034213e-02
  6833  7311   5.6803915539158097e-02
  6834  7311  -6.3663075689848858e-02
  7311  7311   5.3546259498437276e-01
  7312  7311  -6.5882294999723950e-02
  7316  7311   5.7918861606905979e-02
  7311  7312  -6.5882294999723950e-02
  7312  7312   4.6574925326511601e-01
  7313  7312  -3.0617722170458401e-02
  7316  7312   2.1952685276015849e-02
  7318  7312   5.6595255060407849e-02
  7292  7313   2.4618607224997011e-02
  7293  7313   5.1335810124275572e-02
  7312  7313  -3.0617722170458401e-02
  7313  7313   4.5492136448362602e-01
  7318  7313   5.7734476644997978e-02
  7311  7316   5.7918861606905979e-02
  7312  7316   2.1952685276015849e-02
  7316  7316   4.7607057044514939e-01
  7317  7316   4.2547183724969677e-02
  7796  7316  -6.3122859357835265e-02
  7305  7317   5.7162742056178772e-02
  7316  7317   4.2547183724969677e-02
  7317  7317   4.4688917860104121e-01
  7325  7317   1.6830523816465541e-02
  7796  7317   3.9105095513971837e-02
  7312  7318   5.6595255060407849e-02
  7313  7318   5.7734476644997978e-02
  7318  7318   5.1429442035791206e-01
  7780  7318   6.7891116843653704e-02
  7799  7318   4.2017823522036001e-02
  7319  7319   5.6217261637658511e-01
  7320  7319  -8.3623526934790998e-02
  7326  7319   6.6039844927712490e-02
  7480  7319  -8.5244607985807144e-02
  7693  7319   3.1041160593844121e-02
  7319  7320  -8.3623526934790998e-02
  7320  7320   5.3234611667564780e-01
  7326  7320  -3.2057413590604088e-04
  7784  7320  -1.4059310298111971e-01
  7797  7320   3.1843589262225351e-04
  6849  7325   4.0724087178705862e-02
  6850  7325  -3.8699202927158730e-03
  7305  7325  -7.2475229020034213e-02
  7317  7325   1.6830523816465541e-02
  7325  7325   4.3158194475021400e-01
  6850  7326  -9.4746478242992789e-04
  6851  7326   6.6209270599170908e-02
  7319  7326   6.6039844927712490e-02
  7320  7326  -3.2057413590604088e-04
  7326  7326   4.3126732554784358e-01
  6898  7343  -5.0594916975856052e-02
  7292  7343   6.6596736348042265e-02
  7343  7343   5.2401672499701413e-01
  7709  7343  -6.9923955480770947e-02
  7769  7343   4.6180676212337533e-02
  7319  7480  -8.5244607985807144e-02
  7480  7480   5.2629854693182354e-01
  7693  7480   3.0594909628181680e-02
  7783  7480  -7.1322738485632600e-02
  7936  7480   4.6674165400218057e-02
  6993  7484  -6.7345148970107294e-02
  6994  7484   4.1081082738181181e-02
  7484  7484   5.1615799531777640e-01
  7485  7484  -8.2870097086101768e-02
  7500  7484   3.3230943512159397e-02
  7031  7485   5.2447822891898283e-02
  7484  7485  -8.2870097086101768e-02
  7485  7485   5.0634220347796788e-01
  7486  7485   4.9560231084885588e-02
  7500  7485   3.0477959938828750e-02
  7031  7486  -4.2399037962379607e-02
  7485  7486   4.9560231084885588e-02
  7486  7486   4.9845475449813570e-01
  7686  7486  -8.3748367629777054e-02
  7946  7486   3.1654467977175610e-02
  7237  7499   7.6868942485316921e-02
  7499  7499   5.1101153781179454e-01
  7500  7499   4.7186483637415157e-02
  7521  7499  -6.4925862233145434e-02
  7714  7499  -3.1112965853004181e-02
  7484  7500   3.3230943512159397e-02
  7485  7500   3.0477959938828750e-02
  7499  7500   4.7186483637415157e-02
  7500  7500   4.3537220091296980e-01
  7521  7500   3.2892733708457987e-02
  7499  7521  -6.4925862233145434e-02
  7500  7521   3.2892733708457987e-02
  7521  7521   5.3195357527845399e-01
  7944  7521  -8.7520275229043709e-02
  7962  7521   5.3170528938182630e-02
  7211  7686   5.5995389884904233e-02
  7212  7686  -5.2197706150011743e-02
  7486  7686  -8.3748367629777054e-02
  7686  7686   5.1452688286665449e-01
  7946  7686   3.1282722297801817e-02
  7212  7690   2.5646261456327320e-02
  7690  7690   4.4243384750752379e-01
  7691  7690   3.4643044209990217e-02
  7945  7690  -4.8178220067197929e-02
  7690  7691   3.4643044209990217e-02
  7691  7691   4.7703886964240211e-01
  7945  7691   6.2001666189407112e-02
  8135  7691   2.0594723336169549e-02
  7213  7693   4.6464185455723027e-02
  7289  7693   4.6013052459613173e-02
  7319  7693   3.1041160593844121e-02
  7480  7693   3.0594909628181680e-02
  7693  7693   4.4535932377477638e-01
  7697  7697   4.4222445520458997e-01
  7700  7697   3.4355032894952217e-02
  7701  7697   3.9021522383464832e-02
  7707  7697   3.6117853959952609e-02
  7711  7697   4.2288308321612407e-02
  7697  7700   3.4355032894952217e-02
  7700  7700   5.1118060898435713e-01
  7701  7700  -7.2054195943558996e-02
  7714  7700   4.0948932781059461e-02
  8152  7700  -7.2850067009489872e-02
  7215  7701   3.9820803648150917e-02
  7218  7701  -7.4406105588536414e-02
  7697  7701   3.9021522383464832e-02
  7700  7701  -7.2054195943558996e-02
  7701  7701   5.1641193670511853e-01
  7225  7707  -6.9134874325156387e-02
  7697  7707   3.6117853959952609e-02
  7707  7707   4.9369087512905052e-01
  7710  7707   3.1541438545381821e-02
  7711  7707  -6.6604824141066860e-02
  7343  7709  -6.9923955480770947e-02
  7709  7709   4.8609535270545229e-01
  7710  7709   2.9764941875524271e-02
  7769  7709   2.9310492376346569e-02
  8160  7709   6.6470193609556374e-02
  7225  7710   4.4604584864322727e-02
  7707  7710   3.1541438545381821e-02
  7709  7710   2.9764941875524271e-02
  7710  7710   4.4537801812260758e-01
  8160  7710  -4.8975509808718537e-02
  7697  7711   4.2288308321612407e-02
  7707  7711  -6.6604824141066860e-02
  7711  7711   4.9622024984031188e-01
  8153  7711   5.9151134129702833e-02
  8161  7711  -3.8548767299514307e-02
  7237  7714   3.7930295685573268e-02
  7499  7714  -3.1112965853004181e-02
  7700  7714   4.0948932781059461e-02
  7714  7714   4.3318865681962287e-01
  8152  7714   3.1742629342771153e-02
  7289  7768  -6.2149128159833818e-02
  7768  7768   4.8674586990049279e-01
  7937  7768   4.7542335251673673e-02
  8142  7768   5.2606087484999557e-02
  7343  7769   4.6180676212337533e-02
  7709  7769   2.9310492376346569e-02
  7769  7769   4.4244087003531818e-01
  7780  7769   2.6728519648196340e-02
  8222  7769   4.9283351266138933e-02
  7318  7780   6.7891116843653704e-02
  7769  7780   2.6728519648196340e-02
  7780  7780   4.8996082695941739e-01
  7799  7780  -3.5199354045262692e-02
  8222  7780  -6.9510835548508551e-02
  7480  7783  -7.1322738485632600e-02
  7783  7783   5.2872079287634710e-01
  7784  7783   9.4785685405500295e-02
  7936  7783   2.7584543338300588e-02
  8233  7783  -4.0704601849811277e-02
  7320  7784  -1.4059310298111971e-01
  7783  7784   9.4785685405500295e-02
  7784  7784   5.7403816995631618e-01
  7797  7784   1.7877288402681629e-02
  8233  7784   1.3251489317639659e-02
  7316  7796  -6.3122859357835265e-02
  7317  7796   3.9105095513971837e-02
  7796  7796   5.1353894547634638e-01
  7797  7796   4.5174881407916291e-02
  7798  7796  -7.5386892716629308e-02
  7320  7797   3.1843589262225351e-04
  7784  7797   1.7877288402681629e-02
  7796  7797   4.5174881407916291e-02
  7797  7797   3.9354581462153182e-01
  7798  7797   2.5412303758671241e-02
  7796  7798  -7.5386892716629308e-02
  7797  7798   2.5412303758671241e-02
  7798  7798   4.6568233770452971e-01
  7799  7798   3.0240739285879260e-02
  7800  7798  -4.3138640327563087e-02
  7318  7799   4.2017823522036001e-02
  7780  7799  -3.5199354045262692e-02
  7798  7799   3.0240739285879260e-02
  7799  7799   4.7024619911582799e-01
  7800  7799   7.2150304119127665e-02
  7798  7800  -4.3138640327563087e-02
  7799  7800   7.2150304119127665e-02
  7800  7800   4.7241925784757011e-01
  8219  7800   5.6083072708482652e-02
  8232  7800  -7.2190054817324973e-03
  7480  7936   4.6674165400218057e-02
  7783  7936   2.7584543338300588e-02
  7936  7936   4.7795037266255369e-01
  7937  7936  -5.8769239458990583e-02
  8362  7936   5.4453411740364499e-02
  7768  7937   4.7542335251673673e-02
  7936  7937  -5.8769239458990583e-02
  7937  7937   4.7148311126515091e-01
  8142  7937  -4.4235317008055518e-02
  8362  7937   3.1664914301173713e-02
  7521  7944  -8.7520275229043709e-02
  7944  7944   4.8182253299727601e-01
  7946  7944  -6.0379279363856973e-02
  7947  7944   3.2886781298733382e-02
  7962  7944   7.7482914233792778e-03
  7690  7945  -4.8178220067197929e-02
  7691  7945   6.2001666189407112e-02
  7945  7945   5.4352325569134674e-01
  7947  7945   8.3876834558810884e-02
  7980  7945  -5.6496014507205837e-02
  7486  7946   3.1654467977175610e-02
  7686  7946   3.1282722297801817e-02
  7944  7946  -6.0379279363856973e-02
  7946  7946   4.6643358706431270e-01
  7947  7946   5.1582749429066772e-02
  7944  7947   3.2886781298733382e-02
  7945  7947   8.3876834558810884e-02
  7946  7947   5.1582749429066772e-02
  7947  7947   4.6911750611651082e-01
  7980  7947   7.7747408361129779e-03
  7959  7959   4.5717674842114031e-01
  7960  7959   3.9774569921771648e-02
  8146  7959   4.6733519575424563e-02
  8152  7959   4.1982726514597460e-02
  8153  7959  -3.9283605611731068e-02
  7959  7960   3.9774569921771648e-02
  7960  7960   4.5718731360846371e-01
  8144  7960   3.0374120296248659e-02
  8153  7960   6.5879625755620522e-02
  8182  7960   2.8976250628542810e-02
  7521  7962   5.3170528938182630e-02
  7944  7962   7.7482914233792778e-03
  7962  7962   4.1988773344719937e-01
  8146  7962  -6.2552896223178639e-02
  8394  7962  -1.9811333230247241e-03
  7945  7980  -5.6496014507205837e-02
  7947  7980   7.7747408361129779e-03
  7980  7980   4.3168331225151391e-01
  8139  7980   1.7881017574744348e-02
  8406  7980  -5.4973805320568177e-02
  7691  8135   2.0594723336169549e-02
  8135  8135   4.5166225505714153e-01
  8136  8135  -3.5513611241452137e-02
  8407  8135   4.8474206469269927e-02
  8135  8136  -3.5513611241452137e-02
  8136  8136   4.6799824210611068e-01
  8137  8136   2.6859083174312279e-02
  8407  8136   6.0763355186428107e-02
  8136  8137   2.6859083174312279e-02
  8137  8137   4.7488992307809602e-01
  8528  8137  -3.7683846727355932e-02
  8531  8137   5.6860226644513991e-02
  7980  8139   1.7881017574744348e-02
  8139  8139   4.5818463557846228e-01
  8393  8139  -1.9597915810530039e-02
  8406  8139   7.3555321215440214e-02
  8538  8139   5.4563355820350962e-02
  7768  8142   5.2606087484999557e-02
  7937  8142  -4.4235317008055518e-02
  8142  8142   4.9163142259031117e-01
  8544  8142   4.9345317272501993e-02
  7960  8144   3.0374120296248659e-02
  8144  8144   5.4736184616853145e-01
  8182  8144  -8.7894574792365343e-02
  8392  8144   3.0873434729875950e-02
  8560  8144  -1.0142697638704370e-01
  7959  8146   4.6733519575424563e-02
  7962  8146  -6.2552896223178639e-02
  8146  8146   5.4884356701516790e-01
  8152  8146  -5.5748279418470263e-02
  8394  8146   8.9386291694724063e-02
  7700  8152  -7.2850067009489872e-02
  7714  8152   3.1742629342771153e-02
  7959  8152   4.1982726514597460e-02
  8146  8152  -5.5748279418470263e-02
  8152  8152   4.9232985692714148e-01
  7711  8153   5.9151134129702833e-02
  7959  8153  -3.9283605611731068e-02
  7960  8153   6.5879625755620522e-02
  8153  8153   5.0078472440852773e-01
  8161  8153   4.6916328096566498e-02
  7709  8160   6.6470193609556374e-02
  7710  8160  -4.8975509808718537e-02
  8160  8160   5.1995550105166055e-01
  8162  8160  -6.6501890587001053e-02
  8218  8160   4.7642745371408321e-02
  7711  8161  -3.8548767299514307e-02
  8153  8161   4.6916328096566498e-02
  8161  8161   4.6489588249318547e-01
  8162  8161   3.7339486086371422e-02
  8185  8161   5.2907005043637503e-02
  8160  8162  -6.6501890587001053e-02
  8161  8162   3.7339486086371422e-02
  8162  8162   4.7889541522993262e-01
  8185  8162  -5.4321575311303272e-02
  8218  8162   3.1009880422767731e-02
  7960  8182   2.8976250628542810e-02
  8144  8182  -8.7894574792365343e-02
  8182  8182   5.3051541890140408e-01
  8186  8182   2.8715059468965638e-02
  8559  8182   9.0118751174618580e-02
  8161  8185   5.2907005043637503e-02
  8162  8185  -5.4321575311303272e-02
  8185  8185   5.0382657592549451e-01
  8186  8185   6.8914671559194104e-02
  8591  8185   3.7958732590999820e-02
  8182  8186   2.8715059468965638e-02
  8185  8186   6.8914671559194104e-02
  8186  8186   4.5736724043198679e-01
  8559  8186  -2.8732026476170552e-02
  8591  8186  -3.8283120828853927e-02
  8160  8218   4.7642745371408321e-02
  8162  8218   3.1009880422767731e-02
  8218  8218   4.4704447556497040e-01
  8220  8218  -3.6161484352472802e-02
  8224  8218   4.2052795230670431e-02
  7800  8219   5.6083072708482652e-02
  8219  8219   5.6176878759787829e-01
  8221  8219   1.5793324366667839e-02
  8232  8219   8.4996473287879126e-02
  8245  8219  -1.0616792407020180e-01
  8218  8220  -3.6161484352472802e-02
  8220  8220   4.9069167468807179e-01
  8221  8220   3.5710403288928987e-02
  8222  8220  -6.2191963196230687e-02
  8224  8220   6.6808774223330744e-02
  8219  8221   1.5793324366667839e-02
  8220  8221   3.5710403288928987e-02
  8221  8221   4.2209098774794179e-01
  8222  8221   4.6893629335474918e-02
  8245  8221   2.8468193249682909e-02
  7769  8222   4.9283351266138933e-02
  7780  8222  -6.9510835548508551e-02
  8220  8222  -6.2191963196230687e-02
  8221  8222   4.6893629335474918e-02
  8222  8222   5.1819848162983151e-01
  8218  8224   4.2052795230670431e-02
  8220  8224   6.6808774223330744e-02
  8224  8224   5.4920503469354842e-01
  8555  8224   6.9904952666467138e-02
  8590  8224   7.6718568451708727e-02
  7800  8232  -7.2190054817324973e-03
  8219  8232   8.4996473287879126e-02
  8232  8232   4.9456111311215212e-01
  8243  8232  -1.1531702561659600e-02
  8246  8232  -1.1168476022484840e-01
  7783  8233  -4.0704601849811277e-02
  7784  8233   1.3251489317639659e-02
  8233  8233   4.4533553299062129e-01
  8243  8233   1.5833589603152839e-02
  8251  8233   7.9820772721954827e-02
  8232  8243  -1.1531702561659600e-02
  8233  8243   1.5833589603152839e-02
  8243  8243   4.1024912330593472e-01
  8246  8243   5.3740967538068618e-02
  8251  8243  -5.1328940600003890e-02
  8219  8245  -1.0616792407020180e-01
  8221  8245   2.8468193249682909e-02
  8245  8245   5.5613986708607110e-01
  8247  8245   8.5490832542769443e-02
  8639  8245   3.8524087502399898e-02
  8232  8246  -1.1168476022484840e-01
  8243  8246   5.3740967538068618e-02
  8246  8246   5.9453078611881394e-01
  8247  8246   8.7275068835082917e-02
  8651  8246   4.0514426947322907e-02
  8245  8247   8.5490832542769443e-02
  8246  8247   8.7275068835082917e-02
  8247  8247   5.0992333636367371e-01
  8639  8247  -2.3044467989295190e-02
  8651  8247  -1.9632041589827912e-02
  8233  8251   7.9820772721954827e-02
  8243  8251  -5.1328940600003890e-02
  8251  8251   5.3043958516619050e-01
  8363  8251   4.6948830137579507e-02
  8652  8251  -6.0656832736961180e-02
  7936  8362   5.4453411740364499e-02
  7937  8362   3.1664914301173713e-02
  8362  8362   4.7673084155843493e-01
  8363  8362  -4.4630840176662308e-02
  8547  8362   5.6615988955876030e-02
  8251  8363   4.6948830137579507e-02
  8362  8363  -4.4630840176662308e-02
  8363  8363   4.6108523216398151e-01
  8547  8363   4.3231291751291333e-02
  8652  8363   3.7095243170038983e-02
  8144  8392   3.0873434729875950e-02
  8392  8392   4.7763413957962758e-01
  8393  8392   7.0922760731799206e-02
  8394  8392   6.2248094702720663e-02
  8560  8392   1.7247383128921340e-02
  8139  8393  -1.9597915810530039e-02
  8392  8393   7.0922760731799206e-02
  8393  8393   4.6913165565115539e-01
  8394  8393  -1.3623816605949701e-02
  8538  8393   7.2015609415763016e-02
  7962  8394  -1.9811333230247241e-03
  8146  8394   8.9386291694724063e-02
  8392  8394   6.2248094702720663e-02
  8393  8394  -1.3623816605949701e-02
  8394  8394   4.6002979631571722e-01
  7980  8406  -5.4973805320568177e-02
  8139  8406   7.3555321215440214e-02
  8406  8406   5.0801935677757382e-01
