      20     170
     1    11   1.9380374801525499e-01
     2    11  -2.0851166565613152e-01
     3    11  -1.1489010424679167e+00
     4    11   1.2633748417101021e+00
     5    11  -7.4871983720261026e-01
     8    11   4.0436829368675647e-01
     9    11   2.6808783863847074e-01
    11    11   7.0000000000000000e+00
    15    11  -8.2209557271623143e-02
    16    11  -1.5111482083188457e-01
    17    11  -6.8190741919625764e-01
    19    11   4.2434608069261737e-01
    20    11  -9.6010053152802111e-01
     1    12  -2.0832050129707091e-01
     9    12   4.7103887013419821e-01
    10    12   7.6947782231388340e-01
    12    12   5.4641544111423874e+00
    13    12  -1.1244666203704787e+00
     2    13  -2.9504974280034085e-01
     4    13   1.5745779791018952e+00
     5    13  -2.8846092949899205e-01
     6    13  -9.9705127317536468e-01
     7    13  -6.0395813082110261e-01
    12    13  -1.1244666203704787e+00
    13    13   8.6458820640225156e+00
    14    13   1.0702215803812903e-01
    16    13   1.2647246936332468e+00
    17    13  -1.5138607302645337e+00
    19    13  -1.7902889493234340e+00
     5    14  -9.5271613253530740e-01
     7    14  -1.7297666274655081e+00
     8    14  -1.8534553639340586e-02
    10    14   3.3434461792558373e-01
    13    14   1.0702215803812903e-01
    14    14   5.5000000000000000e+00
    15    14  -2.6708333608979506e-01
    16    14  -1.4934255660519478e+00
    17    14  -3.1234055418570983e-01
     3    15  -3.0649712924755107e-01
     6    15   1.1609047934801675e+00
     7    15   1.3217231210848166e+00
     9    15   3.0113608292626926e-01
    10    15  -3.3962628864919070e-01
    11    15  -8.2209557271623143e-02
    14    15  -2.6708333608979506e-01
    15    15   6.4493181843713216e+00
    20    15  -5.0379894645922152e-01
     4    16  -6.4883291873094306e-01
     8    16   1.2162899876240696e+00
    10    16   4.1609733975302897e-02
    11    16  -1.5111482083188457e-01
    13    16   1.2647246936332468e+00
    14    16  -1.4934255660519478e+00
    16    16   7.3864287457586721e+00
    17    16   6.5012296208174514e-01
    19    16   4.7546936887898256e-01
     5    17  -7.3684780082786039e-01
     6    17  -1.8152068611550141e+00
    11    17  -6.8190741919625764e-01
    13    17  -1.5138607302645337e+00
    14    17  -3.1234055418570983e-01
    16    17   6.5012296208174514e-01
    17    17   4.0000000000000000e+00
    18    17  -3.8895199496460357e-02
    20    17   1.2219710453446950e+00
     1    18  -1.0000000000000000e+00
     2    18  -1.0967852988613660e+00
     7    18  -1.3326111814960617e+00
     8    18   2.6799419790984758e-01
    10    18  -2.2717182661263913e-01
    17    18  -3.8895199496460357e-02
    18    18   6.8088632741146391e+01
    19    18   1.9352971152044524e-01
    20    18  -4.8810993180274342e-01
     2    19  -3.7324732800994093e-01
    10    19  -2.4337628525457098e+00
    11    19   4.2434608069261737e-01
    13    19  -1.7902889493234340e+00
    16    19   4.7546936887898256e-01
    18    19   1.9352971152044524e-01
    19    19   7.0000000000000000e+00
     2    20  -3.8141550637732019e-01
    10    20   1.3774276124011255e+00
    11    20  -9.6010053152802111e-01
    15    20  -5.0379894645922152e-01
    17    20   1.2219710453446950e+00
    18    20  -4.8810993180274342e-01
    20    20   8.0351400667683057e+00
